the extracted feature,class
"[-2.1968384e+02  1.9367795e+02 -6.2654179e+01 -1.1703726e+01
  6.8405694e-01 -8.7984667e+00 -2.1258135e+01 -9.2067547e+00
 -1.4163720e+01 -6.4879340e-01  9.9510032e-01 -1.0395467e+01
  5.4884205e+00  7.2151189e+00  3.9886439e+00  4.1347899e+00
  3.1656163e+00  7.8508329e-01 -3.2465944e+00 -2.8441963e+00
 -5.4314046e+00 -3.8120294e-01 -6.2410741e+00 -7.6691194e+00
  1.6732788e+00 -8.2947016e-01 -4.5498028e-02  5.3948727e+00
  2.9842851e+00 -7.0588632e+00  4.0797618e-01  9.8889561e+00
 -7.7399838e-01  2.5098506e-01 -1.7174013e+00 -3.0008373e+00
  9.6915740e-01  2.0497508e+00  8.0866563e-01  6.6511250e+00]",malkauns
"[-225.20624     191.25587     -54.127068    -24.713867      5.787481
  -15.497773    -24.337008     -8.462301    -17.508589     -0.33528075
    2.138236     -9.102923      1.2557883     2.6681132     5.0756564
   -0.3943576     3.414042      4.8238854    -4.4347906    -5.2073755
   -5.0148335     1.482804     -5.7923775    -6.9480395     1.0550401
    0.83031195    0.54935676    9.101284      4.50284      -3.510123
    3.49665       9.09799      -4.5967984     0.52304554   -1.7475473
   -2.2445028    -1.8177128     2.5979683    -3.1896288     4.715736  ]",malkauns
"[-1.9893666e+02  1.7094106e+02 -6.1832214e+01 -2.6920011e+00
 -8.7985468e+00  1.6002165e-01 -2.8860910e+01 -8.9694929e+00
 -9.6390381e+00 -4.0859437e+00  8.9405775e-01 -6.8104925e+00
  1.3767866e+00  2.1253450e+00  2.3890164e+00  9.0390129e+00
  3.5331323e+00  2.0793483e+00 -6.5280614e+00 -5.4754195e+00
 -6.0764732e+00  8.7022364e-02 -2.9015048e+00 -8.9237003e+00
  7.8004204e-02 -2.9222693e+00 -5.1096377e+00  3.0570998e+00
  3.5519369e+00 -5.8198142e+00 -7.3324448e-01  5.8255625e+00
 -1.2454764e+00 -3.0998435e+00  4.9979198e-01 -3.8828194e+00
 -4.7208455e-01  5.4474699e-01 -9.3375063e-01  6.1290207e+00]",malkauns
"[-200.23499     166.14037     -60.390068      3.807732     -4.6467447
    1.9185461   -31.873882     -6.9635873   -11.419045     -2.8894892
    0.22424005   -5.9708753     1.6482251     5.26505       1.4349879
   10.216548      1.7038656     1.9427874    -4.9206867    -6.900382
   -5.659714     -1.0356526    -2.5264506    -8.636886     -0.92646885
   -4.3426714    -6.4784613     3.1656253     2.8265038    -7.379281
   -0.96345073    5.688016     -1.1878519    -3.3007162    -0.21500246
   -4.89367      -1.1207345     1.1292282     0.2984223     6.9136853 ]",malkauns
"[-2.1802193e+02  1.8813791e+02 -5.3088089e+01 -2.9584711e+01
 -6.4773792e-01 -1.0326901e+01 -2.1790812e+01 -7.5351624e+00
 -1.6983543e+01  2.6481826e+00  3.8892155e+00 -9.8381987e+00
 -1.5889412e+00  1.2986758e+00  7.5605612e+00  4.2273679e-01
  4.2015209e+00  6.5660629e+00 -4.9848070e+00 -5.5633850e+00
 -3.7537572e+00  2.4820973e-01 -4.8588562e+00 -5.9670043e+00
  2.1808286e+00  1.7262167e+00  1.4314826e-01  9.8255529e+00
  6.5975537e+00 -1.7029446e+00  3.4142067e+00  7.5025921e+00
 -5.1689939e+00 -6.1728530e-02 -4.4435602e-01 -3.5022941e+00
 -2.0413873e+00  5.4453325e-01 -3.0397587e+00  3.6078320e+00]",malkauns
"[-2.3380470e+02  1.8831535e+02 -5.8362881e+01 -8.3658667e+00
  3.8485088e+00 -1.5604909e+01 -1.6928432e+01 -7.1394658e+00
 -1.1081490e+01 -3.4662118e+00 -1.0169350e+00 -6.0620003e+00
  5.8700085e+00  7.8779864e+00  2.8985026e+00  5.6790938e+00
  5.5722294e+00  1.5298836e+00 -3.8926232e+00 -5.7192621e+00
 -6.7220564e+00  2.4750445e+00 -1.8029243e+00 -7.8580518e+00
  2.0219188e+00 -1.6069435e+00 -1.5320734e+00  3.1195128e+00
  2.4237614e+00 -6.6609502e+00  8.6697137e-01  9.0587196e+00
 -2.0837379e+00  9.3385100e-02 -2.0608628e+00 -4.1248374e+00
  2.9497910e-01  4.6936998e-01  5.3862685e-01  6.9968133e+00]",malkauns
"[-2.3422821e+02  1.7075414e+02 -4.9026096e+01 -1.0237753e+01
 -1.7701614e+01 -3.2900682e-01 -2.3313488e+01 -1.2529980e+00
 -7.5289965e+00 -2.9934742e+00 -4.6177801e-01 -4.3041053e+00
  1.2721461e+01  8.1031752e+00  1.3809189e+00  2.6140997e+00
  6.2356901e+00  2.1353986e+00 -5.6450164e-01 -2.5312495e+00
 -3.5330694e+00 -7.5413620e-01 -5.1200280e+00 -1.0302449e+01
 -4.5804152e+00  1.3008139e-01 -3.8119879e+00  6.2001228e+00
 -2.4304464e-01 -6.6705837e+00 -5.9699619e-01  9.1857605e+00
 -4.3277516e+00 -3.2028804e+00 -5.3578573e-01 -1.5606108e-01
 -5.1790977e-01  3.9829832e-01 -3.8666255e+00  7.1427660e+00]",malkauns
"[-2.3185168e+02  1.6263776e+02 -4.3174404e+01 -7.9421458e+00
 -1.3867484e+01 -1.3683320e+00 -2.4438931e+01 -4.6923809e+00
 -7.5987496e+00 -2.7473969e+00  3.2447174e+00 -7.1097498e+00
  9.8598051e+00  8.0369539e+00  3.3141892e+00  4.1181126e+00
  6.4575548e+00  1.5179337e+00 -5.2967131e-01 -1.4469255e+00
 -9.8933387e-01 -1.4900783e+00 -5.9640188e+00 -9.6418056e+00
 -6.4719548e+00 -1.9319734e-01 -1.4354441e+00  5.3299208e+00
  3.5533777e-01 -5.8446732e+00  2.4577413e+00  1.1474440e+01
 -2.6693316e+00 -4.8667870e+00 -1.5316715e+00 -3.5697609e-01
  2.2120898e+00  9.9555814e-01 -5.2616258e+00  7.5903058e+00]",malkauns
"[-2.1886372e+02  1.9504179e+02 -4.9643879e+01 -3.0013309e+01
  7.2076883e+00 -1.0074695e+01 -2.2166664e+01 -6.9218841e+00
 -1.3174727e+01 -1.8764957e+00  5.7714634e+00 -7.2716265e+00
  5.1115888e-01  2.3620825e-01  5.4853911e+00  3.7427678e+00
  1.8722965e+00  5.5406051e+00 -2.9490888e+00 -5.9807639e+00
 -3.7572579e+00  1.6814461e+00 -8.2498150e+00 -9.2657900e+00
 -1.3852473e+00 -4.3082271e+00 -3.8106132e+00  4.7395201e+00
  1.8226853e-01 -7.0554461e+00 -1.3321171e+00  6.9074612e+00
 -3.2692990e+00 -2.9774860e-01 -2.8013356e+00 -2.2328291e+00
 -1.5253719e+00  2.5545924e+00  4.3514527e-02  4.3222213e+00]",malkauns
"[-2.2519290e+02  1.9759366e+02 -6.0359962e+01 -9.8533030e+00
 -2.0249918e+00 -1.1226937e+01 -1.7851835e+01 -8.6062603e+00
 -1.2733754e+01 -1.6760166e+00  2.6613555e+00 -7.7421637e+00
  8.1881828e+00  6.6755514e+00  8.5267854e-01  6.3353105e+00
  3.3724008e+00  2.7484550e+00 -2.5713658e+00 -4.5250583e+00
 -5.4542241e+00  1.2653883e+00 -6.5613766e+00 -1.0575971e+01
 -7.6624775e-01 -3.5803704e+00 -2.7474685e+00  2.4527221e+00
  7.1218118e-02 -9.9355850e+00 -1.0191590e+00  8.6600914e+00
 -2.5509348e+00 -3.0995231e+00 -2.9681075e+00 -2.2902095e+00
  8.9589685e-01 -2.1678375e-01  6.7545044e-01  8.1338606e+00]",malkauns
"[-2.2280240e+02  1.8961288e+02 -5.8301937e+01 -1.9125345e+01
  5.4960389e+00 -1.7221903e+01 -2.2096840e+01 -5.8775082e+00
 -1.5314449e+01 -1.3052094e+00 -1.7759514e+00 -9.7807016e+00
  6.5806570e+00  5.8431039e+00  4.5058718e+00  3.1626413e+00
  6.7887058e+00  1.1050236e+00 -4.5798750e+00 -4.4281335e+00
 -6.1657224e+00  1.9013225e-01 -3.5921679e+00 -4.2868099e+00
  2.6622453e+00 -1.5657599e-01 -7.2238219e-01  3.0056186e+00
 -7.1724105e-01 -6.8484902e+00  2.0028985e+00  8.1607151e+00
 -4.3539176e+00 -2.4224851e+00 -3.1298046e+00 -2.9406395e+00
 -1.6552141e+00 -2.1227987e+00 -8.7338567e-01  8.5458889e+00]",malkauns
"[-2.0433582e+02  1.9364676e+02 -5.7615929e+01 -3.0573240e+01
 -3.9712863e+00 -8.3750429e+00 -1.7673805e+01 -7.7091689e+00
 -1.0718440e+01  1.1168303e+00  5.8085456e+00 -8.5249281e+00
 -8.7336189e-01  1.2857608e+00  6.0408506e+00  5.3211861e+00
  1.2850590e+00  4.9700108e+00 -3.2822580e+00 -6.3462687e+00
 -3.7624979e+00  4.6234125e-01 -7.8509831e+00 -7.0676308e+00
  8.8159531e-01 -2.2687526e+00 -4.0171528e+00  3.8009036e+00
  9.2223555e-02 -5.3185525e+00  2.1578977e+00  6.2563605e+00
 -3.9334488e+00 -2.9472077e-01 -1.7954872e+00 -1.4663309e+00
 -3.7438306e-01  1.6702102e+00  6.8708676e-01  4.7347941e+00]",malkauns
"[-229.25142     169.45477     -46.631237    -16.425417    -14.80956
   -2.4606485   -22.085651     -4.653678     -8.061605     -7.90245
    6.250832     -7.4156027     8.215463      8.019597      1.2915915
    2.489739      5.4427185     2.297578     -0.74463457   -0.47713667
   -2.602863     -3.6005037    -8.487394    -11.093487     -6.003895
   -0.68840945   -3.5322573     5.512212      0.9533166    -5.1379323
    1.3315849     9.988976     -4.6395617    -2.3702323     4.251798
    4.185884      6.516415      5.787303     -1.0925657    10.74867   ]",malkauns
"[-2.1226573e+02  1.7778954e+02 -4.5089573e+01 -1.5694389e+01
 -9.7682705e+00 -3.8615286e+00 -1.9758724e+01 -5.0130687e+00
 -8.9493113e+00 -2.2459488e+00  3.5221593e+00 -5.2142258e+00
  4.6722698e+00  3.3016284e+00  1.0072366e+00  5.5158119e+00
  3.4687614e+00  1.1166143e-01 -2.3844974e+00 -4.0825095e+00
 -1.1492121e+00  1.0646943e+00 -8.5799141e+00 -8.3769608e+00
 -3.1583660e+00 -9.0837985e-01 -5.5657797e+00  1.5081525e+00
 -1.4495983e+00 -5.0462732e+00 -1.2261028e+00  7.8949709e+00
 -5.7095542e+00 -3.4536836e+00 -2.7441545e+00 -2.8328230e+00
 -9.1223621e-01  1.7353718e-01 -2.0908155e+00  5.2622795e+00]",malkauns
"[-493.0222       72.43684      -3.0784142    40.64818       1.4072042
    2.537843     -2.6459112     4.649511     -0.92709893    6.668918
    0.84939146   -8.524012     -3.8963106    10.372448     -6.684863
    3.8461697    -3.0910182    -0.8198159     1.1325521     7.360168
    5.906172     10.402498      5.042095      6.3986225    -0.9767195
    5.285422     -1.8483517     8.954654      6.729782      0.87871397
    2.6053991     5.5144167     5.0991263     9.02182      -1.6636289
    1.755776     -1.8962541     2.9864998    -1.5498782     0.60934645]",malkauns
"[-2.43112808e+02  1.88111847e+02 -6.14868851e+01 -4.83965111e+00
  5.98802853e+00 -1.40099993e+01 -1.96258583e+01 -7.61981344e+00
 -1.10811205e+01 -1.29958618e+00 -3.84871745e+00 -4.70493317e+00
  7.83236313e+00  8.80703163e+00  2.13863921e+00  4.96217203e+00
  6.22953081e+00  9.35488820e-01 -3.41448736e+00 -4.34640121e+00
 -7.31712246e+00  1.77020252e+00 -2.03393221e+00 -9.74663734e+00
  1.12558746e+00 -3.76963377e+00  2.18799002e-02  3.56516409e+00
 -3.38995695e-01 -7.58893156e+00 -2.33158007e-01  1.03633976e+01
 -3.07848930e+00 -1.01257849e+00 -3.82298589e+00 -3.95072412e+00
 -8.52749273e-02  6.10312343e-01  1.26329958e+00  7.36713743e+00]",malkauns
"[-2.4634944e+02  1.8774295e+02 -6.0921227e+01 -2.3390877e+01
 -6.8964343e+00 -1.1185145e+01 -1.4386207e+01 -7.4970555e+00
 -1.5724871e+01  8.2296276e-01  6.0271235e+00 -5.5663791e+00
  6.2149367e+00  5.2927122e+00  5.3988500e-03  3.0106742e+00
  8.5569601e+00  2.9345129e+00 -1.3998148e+00 -1.4205028e+00
 -5.6648240e+00  7.8497922e-01 -3.2600424e+00 -1.1135586e+01
 -1.8385457e+00 -4.3530643e-01  6.8262357e-01  9.5919304e+00
  7.6821518e+00 -4.6640511e+00  3.8798635e+00  1.1768946e+01
 -1.6747764e-01  2.3492868e+00  3.2222812e+00 -5.5316085e-01
  5.1605382e+00  3.4210479e+00 -1.8246864e+00  3.7616944e+00]",malkauns
"[-4.93036041e+02  8.06452103e+01 -5.33341217e+00  3.41253777e+01
 -5.06563282e+00  5.39116096e+00 -9.29718912e-01  2.27829814e+00
 -1.24990776e-01  7.85413742e+00 -6.34965360e-01 -7.90072107e+00
 -3.93131757e+00  9.37674904e+00 -7.15330124e+00  1.94245768e+00
 -4.39632082e+00 -3.65823889e+00  3.39157283e-01  7.78017378e+00
  9.12888336e+00  1.52379932e+01  1.10749865e+01  1.03554277e+01
 -3.90266448e-01  5.44510746e+00 -4.22217941e+00  6.52096415e+00
  4.23627615e+00 -1.81718540e+00 -8.89028370e-01  3.89088130e+00
  5.29105711e+00  7.66075993e+00 -1.91577494e+00  1.94905925e+00
 -3.77041787e-01  4.00973654e+00 -2.45450664e+00 -9.88864422e-01]",malkauns
"[-2.1300900e+02  1.7852344e+02 -4.6371029e+01 -2.0170198e+01
 -9.4549484e+00 -4.1216540e+00 -1.8762800e+01 -4.7490764e+00
 -7.4345226e+00 -4.8225479e+00  5.2101398e+00 -8.6688461e+00
  3.2318347e+00  3.2236512e+00  2.6394866e+00  6.3118181e+00
  1.0837126e+00  2.9766428e+00 -4.0280643e+00 -2.6340814e+00
 -3.4366829e+00 -2.5549619e+00 -7.6024618e+00 -9.1289730e+00
  3.6956790e-01 -1.3657560e+00 -4.9600911e+00  2.9809375e+00
  4.5772357e+00 -3.9984746e+00  1.6017101e+00  9.7679749e+00
 -2.3602340e+00  1.9255295e-01  1.6745433e+00  1.7588918e+00
  1.9165790e+00  2.4791002e+00 -3.8430390e+00  6.0837836e+00]",malkauns
"[-2.1882507e+02  1.6780254e+02 -4.6814045e+01 -8.0345351e-01
 -6.0199499e+00 -7.8121767e+00 -2.6075827e+01 -4.8182096e+00
 -7.2577558e+00 -5.0886197e+00 -1.9092437e+00 -8.1224976e+00
  4.8265328e+00  7.6840024e+00  3.9388711e+00  5.5403380e+00
  3.5039599e+00 -1.2594640e+00 -1.7980481e+00 -4.1974173e+00
 -3.0855060e+00  5.1966250e-01 -4.2996936e+00 -8.1757984e+00
  6.3744664e-01  2.6325837e-03 -3.0231705e+00  2.3850944e+00
 -1.6530311e+00 -5.6781111e+00  4.8628223e-01  8.6690998e+00
 -2.3640382e+00 -2.9318256e+00 -3.1549523e+00 -3.1739211e+00
 -1.2532123e+00  9.6758068e-02 -3.3123903e+00  6.0143371e+00]",malkauns
"[-2.0508977e+02  1.6147299e+02 -4.5791809e+01 -1.4276927e+01
 -2.0220268e+01  4.6080866e+00 -3.0129234e+01 -7.7599044e+00
 -1.2075052e+01 -5.3933463e+00  3.5127580e+00 -4.1164637e+00
  1.7262045e-01  8.9762087e+00  1.8426558e+00  8.4029045e+00
  2.3196657e+00  9.2659588e+00 -3.0677447e+00 -2.0938146e+00
 -1.6690563e+00 -2.2815928e+00 -4.1782866e+00 -8.8138828e+00
 -2.0374916e+00  8.6914450e-01  7.2542918e-01  8.0754805e+00
  2.8810368e+00 -3.1422813e+00  1.2683662e+00  8.3907175e+00
 -7.8751791e-01 -2.2110976e-02  2.8944557e+00  1.8062556e+00
  2.7164888e+00  1.0673074e+00 -2.3047545e+00  6.6549425e+00]",malkauns
"[-2.75030884e+02  1.92447861e+02 -6.17681885e+01 -2.26184330e+01
 -1.87657344e+00 -1.31209707e+01 -1.54285851e+01 -6.54490328e+00
 -1.15749941e+01  1.09205488e-02  4.65777397e+00 -2.52757692e+00
  1.04178181e+01  5.82433224e+00  3.32533419e-01  2.06109715e+00
  7.51686287e+00  6.33431578e+00 -6.33603752e-01 -3.13517481e-01
 -6.12657595e+00  4.96501207e+00 -4.48515558e+00 -1.22310238e+01
 -3.39293170e+00 -3.41159892e+00 -1.72220409e+00  7.36058140e+00
 -4.16605651e-01 -1.05059595e+01 -9.36412692e-01  1.10444870e+01
 -6.28390551e+00 -4.00546694e+00 -6.84620619e+00 -6.29105711e+00
 -7.74260223e-01  3.07714760e-01 -8.67767036e-01  5.85500813e+00]",malkauns
"[-2.3388809e+02  1.9528954e+02 -5.4463604e+01 -2.0173384e+01
  1.0724698e+01 -1.6710850e+01 -2.4282930e+01 -2.8295579e+00
 -1.5001742e+01 -1.4278382e+00  9.5354164e-01 -9.1335497e+00
  6.3444753e+00  4.2280755e+00  6.6500807e+00  3.0626307e+00
  2.7022452e+00  4.9402037e+00 -2.9303792e+00 -6.5731096e+00
 -3.2782326e+00  3.2709711e+00 -6.8322577e+00 -8.0938911e+00
  1.6278923e+00 -1.1668482e+00  4.2080632e-01  5.3348517e+00
 -1.6913094e-01 -6.7615581e+00  3.0602119e+00  1.0420933e+01
 -4.6341019e+00  2.2437671e-01 -3.4047592e+00 -1.6815788e+00
 -1.0207431e+00  4.5863667e-01 -8.1013280e-01  7.3155317e+00]",malkauns
"[-3.1628110e+02  8.6781448e+01 -9.7566032e+00  2.7169958e+01
  1.1589830e+00  9.4391050e+00  4.0443907e+00 -2.9102656e-01
 -1.7886767e-01  1.1921103e+01 -1.8511388e+00 -6.3974748e+00
 -4.6067328e+00  8.3291292e+00 -5.2853193e+00  1.7402285e+00
 -2.1153808e+00 -5.2460074e+00 -2.3178124e+00 -1.3330171e+00
  4.1883883e-01  8.7446318e+00  1.5208809e+01  1.8647615e+01
  8.7716293e+00  1.0514182e+01 -5.4142923e+00  2.4626007e+00
  7.4329705e+00  5.8927321e+00  2.0360980e+00 -3.7861040e+00
 -4.8915544e+00  3.7660966e+00  2.4326789e+00  9.7129780e-01
 -5.6901150e+00 -1.0823932e+00 -1.8661098e+00 -2.9208367e-03]",malkauns
"[-2.5796561e+02  1.9946405e+02 -6.1871773e+01 -2.2234575e+01
 -2.1315258e+00 -1.1792426e+01 -1.4374407e+01 -7.5716381e+00
 -1.4252154e+01  3.1776297e-01  7.6355710e+00 -4.8677897e+00
  1.0703168e+01  4.8285165e+00  1.3342105e-01  2.2690156e+00
  5.5037198e+00  4.2630033e+00 -2.5872762e+00 -9.8082805e-01
 -7.3643699e+00  6.0609981e-02 -7.1083655e+00 -1.1412877e+01
 -4.6170115e+00 -3.3482590e+00 -2.2771447e+00  7.8514929e+00
  5.0467575e-01 -1.0968848e+01 -1.1900442e+00  9.0993338e+00
 -4.1673717e+00  2.2049057e+00  1.0098175e+00  5.2032032e+00
  6.6997662e+00  3.7355993e+00 -1.4636784e+00  6.3141541e+00]",malkauns
"[-212.06387     154.25041     -46.829086    -11.5015335   -16.27073
    6.3040905   -34.607254    -10.263632    -14.600461     -4.260258
    0.44058022   -6.5901093     2.8288004    10.021646      2.7336562
    6.588762      3.3327723     6.86026      -1.9717993    -0.93881726
   -2.3764763    -2.046956     -2.180534    -10.423046     -0.7150597
    2.7386653     2.040529      8.81259       4.758775     -3.345464
    1.7968593     9.378707      1.4982369    -1.0457077     2.4320683
   -2.031064      2.9984372     1.0278251    -2.796052      6.2040524 ]",malkauns
"[-208.592       163.12        -46.86107       3.6617332    -2.0535548
   -6.5442157   -32.34298      -1.9415067    -9.788451     -2.4880185
   -4.372358     -9.561789      5.041507      8.806876      5.0586514
    5.074953      0.31748337   -1.928653     -2.727309     -4.861901
   -3.6266787    -0.88404876   -5.638388     -5.559871      2.4423213
   -2.0347843    -2.415948      0.50283784   -2.0114002    -6.1340504
    2.2638042     6.7010703    -0.9883753    -3.2071214    -1.3387728
   -1.0387379     0.6865354     2.7893531    -0.21004385    7.769344  ]",malkauns
"[-3.7345981e+02  1.8120708e+02 -6.4410980e+01 -1.2035555e+01
 -7.6661997e-02 -5.2343445e+00 -1.3669988e+01 -7.6348677e+00
 -4.0896788e+00  3.1934338e+00  3.8009732e+00 -6.1458669e+00
  4.6447110e+00  1.1116836e+01  2.4145193e+00  2.5599306e+00
 -2.7158322e+00  3.5629187e+00 -1.6726391e+00 -4.9144430e+00
  7.0742935e-01  3.4437940e-01 -5.6951051e+00 -1.2684584e+00
  3.8699734e+00 -3.6536200e+00 -4.7632446e+00 -1.6213878e+00
 -6.8762388e+00 -1.4633707e+00 -8.1034493e-01  1.5688703e+00
  5.6635842e+00  9.5212054e-01  3.1210206e-02  3.0480804e+00
 -5.1350942e+00 -1.7304053e+00  4.4460249e+00  1.8396277e+00]",bhoop
"[-3.6967444e+02  1.4391168e+02 -2.7173101e+01 -2.1779533e+01
 -7.7298808e+00  3.9534688e+00 -2.1938189e+01  5.9599490e+00
 -1.9574492e+01 -3.6375105e+00  1.8868744e+01 -2.5324254e+00
  1.3529258e+00  6.1359105e+00 -3.7872701e+00 -1.1579143e+00
 -9.6226320e+00  2.6612568e+00 -1.0626182e+01 -5.5227380e+00
  1.0206643e-01 -6.4028525e+00 -9.6896963e+00 -1.3024888e+00
 -5.3515525e+00 -4.6589187e-01 -1.2131096e+00  3.2473848e+00
  2.2003245e-02  6.8319952e-01  4.4519410e+00  6.0586109e+00
  7.5798874e+00  2.0582700e+00 -2.9086254e+00 -2.3409121e+00
  2.4108558e+00  3.2996936e+00  4.7237649e+00  5.2284012e+00]",bhoop
"[-2.16500763e+02  1.73866135e+02 -3.54952316e+01  5.31980574e-01
 -6.22195768e+00  1.71577382e+00 -1.91132355e+01 -8.58951092e+00
 -2.26645317e+01 -4.46939087e+00  5.93200779e+00 -2.50205660e+00
  4.04691648e+00  7.55943680e+00  4.54808855e+00  1.00022364e+01
 -1.17276535e+01  1.18685508e+00 -5.15679550e+00 -4.41593695e+00
 -1.72472382e+00 -3.66749191e+00 -1.17053862e+01  8.09309483e-01
  2.68577933e+00 -3.99271011e+00 -7.75440407e+00 -1.62911251e-01
 -2.94626451e+00 -1.43155158e+00  3.80601078e-01  7.56823063e-01
 -2.01361656e+00  2.25791526e+00 -3.36449146e-01 -2.97251582e+00
 -3.96664667e+00 -2.65071893e+00  5.04285619e-02  3.88709831e+00]",bhoop
"[-214.57578     169.07224     -37.597805      8.218968      2.1002228
   -3.1840487   -22.291365     -4.477019    -21.171179     -4.5893793
    2.8095312    -3.5690818     3.0038502     9.861407      3.3080006
    4.6751294   -11.781963      2.0690503    -2.9881692    -3.3253703
   -0.8850429    -4.949827    -10.292932     -1.5719063     3.9155817
   -6.290626     -6.41436      -1.4377493    -4.614061      0.7229192
    2.8081942     1.4029503    -2.7951446     1.4549487    -2.3551276
   -0.73447293   -3.6888244    -3.6663175     1.6407269     5.0572734 ]",bhoop
"[-3.77661224e+02  1.51973282e+02 -2.75495434e+01 -2.14038525e+01
 -7.30470324e+00  4.41297483e+00 -2.28643513e+01  2.73206925e+00
 -1.50644588e+01 -7.44080925e+00  1.70194492e+01 -8.46625585e-03
 -2.26448131e+00  6.76817274e+00 -1.98206973e+00 -1.03076613e+00
 -1.20530186e+01  6.07979250e+00 -1.03374815e+01 -7.43152285e+00
 -1.02478790e+00 -3.41111183e+00 -1.07643995e+01 -1.44968295e+00
 -4.25196171e+00 -2.49937868e+00 -2.80582476e+00  6.06482565e-01
 -1.01758051e+00 -5.72824478e+00  3.84385538e+00 -1.43171763e+00
  2.00702643e+00  1.37946284e+00 -8.72153568e+00  1.33714974e+00
  2.78934288e+00  8.68283272e+00  5.11947441e+00  6.86181164e+00]",bhoop
"[-3.7413196e+02  1.8139024e+02 -6.5468811e+01 -1.7736200e+01
 -5.3450189e+00 -6.7953157e+00 -1.5251650e+01 -6.4616270e+00
 -9.1099703e-01  3.4580610e+00  3.8177402e+00 -7.6891108e+00
  1.7835444e+00  9.4734135e+00  2.1882269e+00  1.1408919e+00
 -2.1353462e+00  3.9869297e+00 -2.9532065e+00 -5.9991355e+00
 -7.8720808e-01 -2.7973017e-01 -4.6142540e+00 -1.5470121e+00
  2.6756573e+00 -4.4454865e+00 -6.1486130e+00 -2.8198183e+00
 -6.5853820e+00 -1.2539271e+00  2.2141414e+00  4.1300964e+00
  7.4131889e+00  2.1919715e+00 -2.6067972e-01  2.4186208e+00
 -3.7744844e+00  8.7326962e-01  6.6620092e+00  3.2899530e+00]",bhoop
"[-3.9071658e+02  1.8008780e+02 -5.8819839e+01 -8.6438637e+00
  6.7948999e+00 -6.9044337e+00 -1.6088434e+01 -1.1561820e+01
 -5.3257451e+00  4.4044333e+00 -6.6335261e-01 -3.9181862e+00
  4.1570797e+00  1.1462220e+01  1.2379484e+00  4.8247232e+00
 -5.7502306e-01  4.2792792e+00 -2.4334054e+00 -3.1820357e+00
 -1.9290084e+00  3.5507879e-01 -7.7222686e+00  5.9817389e-02
  2.6574800e+00 -6.9411201e+00 -8.8476830e+00 -3.2021954e+00
 -9.9337702e+00 -2.5943260e+00 -2.5093277e+00  2.1696789e+00
  3.1163073e+00  4.0728924e-01 -1.7180544e+00  3.0474429e+00
 -4.1802177e+00 -7.6204620e-02  4.8227167e+00  5.0983167e+00]",bhoop
"[-3.7251132e+02  1.4595287e+02 -2.5267824e+01 -5.3550940e+00
  7.6268487e+00  4.4795632e+00 -2.5681097e+01 -1.3457799e+00
 -1.6321966e+01 -1.1814488e+00  6.3683052e+00 -2.0886192e+00
  2.3656032e+00  8.8711662e+00 -1.6989986e+00  5.2493465e-01
 -1.0943710e+01 -4.2117214e-01 -8.7845974e+00 -5.8303890e+00
 -3.1228297e+00 -3.6507204e+00 -7.0774531e+00 -2.7455111e+00
  5.1216769e-01 -3.0771050e+00  6.6575223e-01 -7.5078297e-01
 -3.4950047e+00 -1.8585929e+00 -2.0985975e+00 -1.5600624e+00
 -1.6224475e-01 -6.1438698e-01 -5.3265328e+00 -5.6680914e-02
 -2.2663479e+00  3.0315764e+00  3.3721557e+00  4.6492763e+00]",bhoop
